common_name,breeding_verified,breeding_indirect,transient,winter_verified,winter_present,aab_url,order_desc,order,family,genus,species,similar_species
Least Sandpiper,false,false,true,false,false,http://www.allaboutbirds.org/guide/least_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,minutilla,""
White-rumped Sandpiper,false,false,true,false,false,http://www.allaboutbirds.org/guide/whiterumped_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,fuscicollis,""
Baird’s Sandpiper,false,false,true,false,false,http://www.allaboutbirds.org/guide/bairds_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,bairdii,""
Pectoral Sandpiper,false,false,true,false,false,http://www.allaboutbirds.org/guide/pectoral_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,melanotos,""
Sharp-tailed Sandpiper,false,false,true,false,false,http://www.allaboutbirds.org/guide/sharptailed_sandpiper/id,,,,,,""
Dunlin,false,false,true,true,false,http://www.allaboutbirds.org/guide/dunlin/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alpina,""
Curlew Sandpiper,false,false,true,false,false,http://www.allaboutbirds.org/guide/curlew_sandpiper/id,,,,,,""
Stilt Sandpiper,false,false,true,false,false,http://www.allaboutbirds.org/guide/stilt_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,himantopus,""
Buff-breasted Sandpiper,false,false,true,false,false,http://www.allaboutbirds.org/guide/buffbreasted_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,subruficollis,""
Short-billed Dowitcher,false,false,true,false,false,http://www.allaboutbirds.org/guide/shortbilled_dowitcher/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,griseus,""
Long-billed Dowitcher,false,false,true,false,false,http://www.allaboutbirds.org/guide/longbilled_dowitcher/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,scolopaceus,""
Wilson’s Snipe,true,false,false,true,false,http://www.allaboutbirds.org/guide/wilsons_snipe/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,delicata,"American Woodcock, Short-billed Dowitcher"
American Woodcock,false,false,true,false,true,http://www.allaboutbirds.org/guide/american_woodcock/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,minor,"Wilson's Snipe, Killdeer"
Wilson’s Phalarope,true,false,false,false,false,http://www.allaboutbirds.org/guide/wilsons_phalarope/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Phalaropus,tricolor,""
Red-necked Phalarope,false,false,true,false,false,http://www.allaboutbirds.org/guide/rednecked_phalarope/id,,,,,,""
Red Phalarope,false,false,true,false,false,http://www.allaboutbirds.org/guide/red_phalarope/id,,,,,,""
Black-legged Kittiwake,false,false,true,false,true,http://www.allaboutbirds.org/guide/blacklegged_kittiwake/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Rissa,tridactyla,""
Sabine’s Gull,false,false,true,false,false,http://www.allaboutbirds.org/guide/sabines_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Xema,sabini,""
Bonaparte’s Gull,false,false,true,false,false,http://www.allaboutbirds.org/guide/bonapartes_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Chroicocephalus,philadelphia,""
Little Gull,false,false,true,false,false,http://www.allaboutbirds.org/guide/little_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Hydrocoloeus,minutus,""
Ross’s Gull,false,false,true,false,false,http://www.allaboutbirds.org/guide/rosss_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Rhodostethia,rosea,""
Laughing Gull,false,false,true,false,false,http://www.allaboutbirds.org/guide/laughing_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Leucophaeus,atricilla,"Franklin's Gull, Bonaparte's Gull, Ring-billed Gull, Lesser Black-backed Gull"
Franklin’s Gull,true,false,false,false,false,http://www.allaboutbirds.org/guide/franklins_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Leucophaeus,pipixcan,""
Mew Gull,false,false,true,true,false,http://www.allaboutbirds.org/guide/mew_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Larus,canus,""
Ring-billed Gull,true,false,false,true,false,http://www.allaboutbirds.org/guide/ringbilled_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Larus,delawarensis,"Herring Gull, California Gull, Mew Gull"
California Gull,true,false,false,true,false,http://www.allaboutbirds.org/guide/california_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Larus,californicus,"Herring Gull, Ring-billed Gull, Mew Gull, Thayer's Gull"
Herring Gull,true,false,false,true,false,http://www.allaboutbirds.org/guide/herring_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Larus,argentatus,"Ring-billed Gull, California Gull"
Thayer’s Gull,false,false,true,true,false,http://www.allaboutbirds.org/guide/thayers_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Larus,thayeri,""
Iceland Gull,false,false,true,true,false,http://www.allaboutbirds.org/guide/iceland_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Larus,glaucoides,""
Lesser Black-backed Gull,false,false,true,false,false,http://www.allaboutbirds.org/guide/lesser_blackbacked_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Larus,fuscus,""
Glaucous-winged Gull,false,false,true,true,false,http://www.allaboutbirds.org/guide/glaucouswinged_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Larus,glaucescens,""
Glaucous Gull,false,false,true,true,false,http://www.allaboutbirds.org/guide/glaucous_gull/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,LARIDAE,Larus,hyperboreus,""
